timestamp_utc,variable,value,last_modified_utc
2024-06-23 00:00:00 UTC,639,-14.0239580295,1719100800000
2024-06-23 00:05:00 UTC,451,2.9905514301,1719100800000
2024-06-23 00:10:00 UTC,387,30.0352898758,1719100800000
2024-06-23 00:15:00 UTC,993,13.4887240001,1719100800000
2024-06-23 00:20:00 UTC,128,5.4688430084,1719100800000
2024-06-23 00:25:00 UTC,205,24.2399014955,1719100800000
2024-06-23 00:30:00 UTC,503,-25.8990112333,1719100800000
2024-06-23 00:35:00 UTC,532,-5.9098956935,1719100800000
2024-06-23 00:40:00 UTC,852,-14.4110207986,1719100800000
2024-06-23 00:45:00 UTC,556,14.049660389,1719100800000
2024-06-23 00:50:00 UTC,233,-20.951365136,1719100800000
2024-06-23 00:55:00 UTC,771,13.5477799494,1719100800000
2024-06-23 01:00:00 UTC,494,-49.3401400484,1719100800000
2024-06-23 01:05:00 UTC,388,48.7862692716,1719100800000
2024-06-23 01:10:00 UTC,335,-12.2128806372,1719100800000
2024-06-23 01:15:00 UTC,304,31.6510926369,1719100800000
2024-06-23 01:20:00 UTC,161,9.0510357657,1719100800000
2024-06-23 01:25:00 UTC,436,40.5382817641,1719100800000
2024-06-23 01:30:00 UTC,267,-12.6188053952,1719100800000
2024-06-23 01:35:00 UTC,973,-1.2269100099,1719100800000
2024-06-23 01:40:00 UTC,878,-7.7079172506,1719100800000
2024-06-23 01:45:00 UTC,668,12.3145906969,1719100800000
2024-06-23 01:50:00 UTC,576,24.5399613871,1719100800000
2024-06-23 01:55:00 UTC,639,15.6747527289,1719100800000
2024-06-23 02:00:00 UTC,174,-32.8771024569,1719100800000
2024-06-23 02:05:00 UTC,750,48.8632587236,1719100800000
2024-06-23 02:10:00 UTC,338,25.2436090818,1719100800000
2024-06-23 02:15:00 UTC,874,-38.5288103644,1719100800000
2024-06-23 02:20:00 UTC,984,16.346079175,1719100800000
2024-06-23 02:25:00 UTC,424,40.7596718735,1719100800000
2024-06-23 02:30:00 UTC,997,15.4823459108,1719100800000
2024-06-23 02:35:00 UTC,745,8.6950098101,1719100800000
2024-06-23 02:40:00 UTC,346,-43.4390310151,1719100800000
2024-06-23 02:45:00 UTC,93,-1.5215129615,1719100800000
2024-06-23 02:50:00 UTC,14,29.6522286192,1719100800000
2024-06-23 02:55:00 UTC,233,-18.8493881199,1719100800000
2024-06-23 03:00:00 UTC,831,11.5388206468,1719100800000
2024-06-23 03:05:00 UTC,241,23.2230731042,1719100800000
2024-06-23 03:10:00 UTC,369,18.6616178213,1719100800000
2024-06-23 03:15:00 UTC,132,48.7107762736,1719100800000
2024-06-23 03:20:00 UTC,740,-35.7765716214,1719100800000
2024-06-23 03:25:00 UTC,105,-8.9895786784,1719100800000
2024-06-23 03:30:00 UTC,698,9.4569551074,1719100800000
2024-06-23 03:35:00 UTC,512,-32.9890116435,1719100800000
2024-06-23 03:40:00 UTC,401,-36.9885900773,1719100800000
2024-06-23 03:45:00 UTC,668,-11.9212175473,1719100800000
2024-06-23 03:50:00 UTC,373,-22.1467589358,1719100800000
2024-06-23 03:55:00 UTC,36,-38.314691769,1719100800000
2024-06-23 04:00:00 UTC,374,47.1886747302,1719100800000
2024-06-23 04:05:00 UTC,462,30.3824748699,1719100800000
2024-06-23 04:10:00 UTC,524,39.8081691356,1719100800000
2024-06-23 04:15:00 UTC,116,30.571737479,1719100800000
2024-06-23 04:20:00 UTC,310,-47.4875220297,1719100800000
2024-06-23 04:25:00 UTC,433,-30.9587137322,1719100800000
2024-06-23 04:30:00 UTC,57,7.5783385935,1719100800000
2024-06-23 04:35:00 UTC,706,-25.896809581,1719100800000
2024-06-23 04:40:00 UTC,13,-32.4626276219,1719100800000
2024-06-23 04:45:00 UTC,873,-3.3188131244,1719100800000
2024-06-23 04:50:00 UTC,654,-3.6227531291,1719100800000
2024-06-23 04:55:00 UTC,921,-23.0635028602,1719100800000
2024-06-23 05:00:00 UTC,820,3.9437232816,1719100800000
2024-06-23 05:05:00 UTC,408,-36.206957669,1719100800000
2024-06-23 05:10:00 UTC,221,-33.1207511537,1719100800000
2024-06-23 05:15:00 UTC,405,46.1452657975,1719100800000
2024-06-23 05:20:00 UTC,392,-44.5342697431,1719100800000
2024-06-23 05:25:00 UTC,582,-28.334898814,1719100800000
2024-06-23 05:30:00 UTC,231,22.854255215,1719100800000
2024-06-23 05:35:00 UTC,23,31.5295484868,1719100800000
2024-06-23 05:40:00 UTC,917,-35.5730091566,1719100800000
2024-06-23 05:45:00 UTC,772,-44.3124151044,1719100800000
2024-06-23 05:50:00 UTC,907,31.0463635111,1719100800000
2024-06-23 05:55:00 UTC,499,-31.6222377882,1719100800000
2024-06-23 06:00:00 UTC,499,-31.945488015,1719100800000
2024-06-23 06:05:00 UTC,623,-40.4261743652,1719100800000
2024-06-23 06:10:00 UTC,84,11.6620633461,1719100800000
2024-06-23 06:15:00 UTC,525,42.6142655114,1719100800000
2024-06-23 06:20:00 UTC,981,-38.6985389747,1719100800000
2024-06-23 06:25:00 UTC,962,39.159730465,1719100800000
2024-06-23 06:30:00 UTC,880,36.6628017854,1719100800000
2024-06-23 06:35:00 UTC,211,-33.0862043928,1719100800000
2024-06-23 06:40:00 UTC,21,-37.5930396656,1719100800000
2024-06-23 06:45:00 UTC,121,33.8463901023,1719100800000
2024-06-23 06:50:00 UTC,774,34.6488311999,1719100800000
2024-06-23 06:55:00 UTC,528,34.1891719993,1719100800000
2024-06-23 07:00:00 UTC,7,-18.9036216456,1719100800000
2024-06-23 07:05:00 UTC,839,41.0693164815,1719100800000
2024-06-23 07:10:00 UTC,949,40.4541162703,1719100800000
2024-06-23 07:15:00 UTC,225,29.9549884831,1719100800000
2024-06-23 07:20:00 UTC,226,-28.6131392961,1719100800000
2024-06-23 07:25:00 UTC,657,-28.0882225675,1719100800000
2024-06-23 07:30:00 UTC,193,23.4672268118,1719100800000
2024-06-23 07:35:00 UTC,538,-21.257462034,1719100800000
2024-06-23 07:40:00 UTC,672,-42.1856746249,1719100800000
2024-06-23 07:45:00 UTC,976,-23.3089758303,1719100800000
2024-06-23 07:50:00 UTC,356,20.5016477818,1719100800000
2024-06-23 07:55:00 UTC,603,24.4483811155,1719100800000
2024-06-23 08:00:00 UTC,214,-24.5346024686,1719100800000
2024-06-23 08:05:00 UTC,414,-17.2062274379,1719100800000
2024-06-23 08:10:00 UTC,116,-44.5190950471,1719100800000
2024-06-23 08:15:00 UTC,322,-11.0295668198,1719100800000
2024-06-23 08:20:00 UTC,201,-49.8312242062,1719100800000
2024-06-23 08:25:00 UTC,284,5.8406432934,1719100800000
2024-06-23 08:30:00 UTC,921,9.1592564359,1719100800000
2024-06-23 08:35:00 UTC,541,0.3845792273,1719100800000
2024-06-23 08:40:00 UTC,90,5.6925210457,1719100800000
2024-06-23 08:45:00 UTC,188,17.1679732369,1719100800000
2024-06-23 08:50:00 UTC,900,-34.4467881984,1719100800000
2024-06-23 08:55:00 UTC,126,-31.3007906252,1719100800000
2024-06-23 09:00:00 UTC,128,-21.429258125,1719100800000
2024-06-23 09:05:00 UTC,880,-2.7237182007,1719100800000
2024-06-23 09:10:00 UTC,171,-11.0242914231,1719100800000
2024-06-23 09:15:00 UTC,29,-29.4695310233,1719100800000
2024-06-23 09:20:00 UTC,850,48.0497807573,1719100800000
2024-06-23 09:25:00 UTC,769,13.5744025161,1719100800000
2024-06-23 09:30:00 UTC,840,-22.1597328548,1719100800000
2024-06-23 09:35:00 UTC,437,10.4834924631,1719100800000
2024-06-23 09:40:00 UTC,163,-0.601175963,1719100800000
2024-06-23 09:45:00 UTC,545,10.2955895479,1719100800000
2024-06-23 09:50:00 UTC,158,18.4170331827,1719100800000
2024-06-23 09:55:00 UTC,113,-3.5410807832,1719100800000
2024-06-23 10:00:00 UTC,837,36.2377991358,1719100800000
2024-06-23 10:05:00 UTC,822,27.8077470053,1719100800000
2024-06-23 10:10:00 UTC,746,-39.5842556603,1719100800000
2024-06-23 10:15:00 UTC,843,-7.6671000332,1719100800000
2024-06-23 10:20:00 UTC,426,-42.5356107336,1719100800000
2024-06-23 10:25:00 UTC,280,-44.8377691325,1719100800000
2024-06-23 10:30:00 UTC,632,39.014225799,1719100800000
2024-06-23 10:35:00 UTC,498,-11.6664241039,1719100800000
2024-06-23 10:40:00 UTC,44,-19.9815939333,1719100800000
2024-06-23 10:45:00 UTC,895,-8.4098677461,1719100800000
2024-06-23 10:50:00 UTC,624,30.4450027622,1719100800000
2024-06-23 10:55:00 UTC,939,30.3375762992,1719100800000
2024-06-23 11:00:00 UTC,666,-5.5529381122,1719100800000
2024-06-23 11:05:00 UTC,899,0.2586210982,1719100800000
2024-06-23 11:10:00 UTC,556,-49.5474403058,1719100800000
2024-06-23 11:15:00 UTC,321,6.2289687711,1719100800000
2024-06-23 11:20:00 UTC,524,29.936632288,1719100800000
2024-06-23 11:25:00 UTC,447,35.2459507988,1719100800000
2024-06-23 11:30:00 UTC,965,22.7575365312,1719100800000
2024-06-23 11:35:00 UTC,339,-10.9745930013,1719100800000
2024-06-23 11:40:00 UTC,80,-9.8865976228,1719100800000
2024-06-23 11:45:00 UTC,196,22.2068789218,1719100800000
2024-06-23 11:50:00 UTC,333,-35.7690778077,1719100800000
2024-06-23 11:55:00 UTC,916,1.0907689152,1719100800000
2024-06-23 12:00:00 UTC,682,-32.6320663079,1719100800000
2024-06-23 12:05:00 UTC,192,48.7897144998,1719100800000
2024-06-23 12:10:00 UTC,841,-6.9332858623,1719100800000
2024-06-23 12:15:00 UTC,449,32.328285318,1719100800000
2024-06-23 12:20:00 UTC,413,-15.8779190294,1719100800000
2024-06-23 12:25:00 UTC,618,-22.6256344823,1719100800000
2024-06-23 12:30:00 UTC,651,16.4590525102,1719100800000
2024-06-23 12:35:00 UTC,410,26.8222693392,1719100800000
2024-06-23 12:40:00 UTC,386,-22.2309491437,1719100800000
2024-06-23 12:45:00 UTC,546,33.8724386443,1719100800000
2024-06-23 12:50:00 UTC,914,-33.3549126999,1719100800000
2024-06-23 12:55:00 UTC,425,-4.9696986596,1719100800000
2024-06-23 13:00:00 UTC,492,4.3732321655,1719100800000
